input_mean_congruence,input_mean_conflict,input_mean_initial_satisfaction,input_network_top_dyads,input_network_density,input_network_positive_ratio,output_mean_satisfaction_over_time,output_final_mean_satisfaction,output_behavior_rhythm_mean_duration,output_behavior_rhythm_std_duration,output_behavior_rhythm_median_duration,output_behavior_rhythm_switch_count,output_behavior_frequencies_motive_1,output_behavior_frequencies_motive_2,output_behavior_frequencies_motive_3,output_behavior_frequencies_motive_4,output_behavior_frequencies_motive_5,output_behavior_frequencies_motive_6,output_behavior_frequencies_motive_7,output_behavior_frequencies_motive_8,output_dominant_behaviors_motive_1,output_dominant_behaviors_motive_2,output_dominant_behaviors_motive_3,output_dominant_behaviors_motive_4,output_dominant_behaviors_motive_5,output_dominant_behaviors_motive_6,output_dominant_behaviors_motive_7,output_dominant_behaviors_motive_8,output_behavior_reappearance_times_motive_1,output_behavior_reappearance_times_motive_2_mean,output_behavior_reappearance_times_motive_2_std,output_behavior_reappearance_times_motive_2_min,output_behavior_reappearance_times_motive_2_max,output_behavior_reappearance_times_motive_3,output_behavior_reappearance_times_motive_4,output_behavior_reappearance_times_motive_5_mean,output_behavior_reappearance_times_motive_5_std,output_behavior_reappearance_times_motive_5_min,output_behavior_reappearance_times_motive_5_max,output_behavior_reappearance_times_motive_6_mean,output_behavior_reappearance_times_motive_6_std,output_behavior_reappearance_times_motive_6_min,output_behavior_reappearance_times_motive_6_max,output_behavior_reappearance_times_motive_7,output_behavior_reappearance_times_motive_8_mean,output_behavior_reappearance_times_motive_8_std,output_behavior_reappearance_times_motive_8_min,output_behavior_reappearance_times_motive_8_max,output_satisfaction_durations_satisfied_mean,output_satisfaction_durations_satisfied_total_time,output_satisfaction_durations_satisfied_num_periods,output_satisfaction_durations_unsatisfied_mean,output_satisfaction_durations_unsatisfied_total_time,output_satisfaction_durations_unsatisfied_num_periods,output_simultaneous_satisfactions_satisfied_mean,output_simultaneous_satisfactions_satisfied_max,output_simultaneous_satisfactions_satisfied_distribution_8,output_simultaneous_satisfactions_satisfied_distribution_6,output_simultaneous_satisfactions_satisfied_distribution_7,output_simultaneous_satisfactions_unsatisfied_mean,output_simultaneous_satisfactions_unsatisfied_max,output_simultaneous_satisfactions_unsatisfied_distribution_0,output_simultaneous_satisfactions_unsatisfied_distribution_2,output_simultaneous_satisfactions_unsatisfied_distribution_1,output_markov_chain_transition_probabilities_motive_2_motive_2,output_markov_chain_transition_probabilities_motive_2_motive_5,output_markov_chain_transition_probabilities_motive_2_motive_6,output_markov_chain_transition_probabilities_motive_5_motive_2,output_markov_chain_transition_probabilities_motive_5_motive_5,output_markov_chain_transition_probabilities_motive_5_motive_6,output_markov_chain_transition_probabilities_motive_5_motive_8,output_markov_chain_transition_probabilities_motive_6_motive_2,output_markov_chain_transition_probabilities_motive_6_motive_5,output_markov_chain_transition_probabilities_motive_6_motive_6,output_markov_chain_transition_probabilities_motive_6_motive_8,output_markov_chain_transition_probabilities_motive_8_motive_2,output_markov_chain_transition_probabilities_motive_8_motive_5,output_markov_chain_transition_probabilities_motive_8_motive_6,output_markov_chain_transition_probabilities_motive_8_motive_8,output_markov_chain_transition_matrix
0.17940775456629238,-0.09021483146657333,0.06910918622004553,"[{'dyad': 'motive_3-motive_4', 'interaction': 0.5544937393858647, 'strength': 0.5544937393858647}, {'dyad': 'motive_2-motive_3', 'interaction': 0.5174889538582834, 'strength': 0.5174889538582834}, {'dyad': 'motive_1-motive_8', 'interaction': 0.4862373148087574, 'strength': 0.4862373148087574}, {'dyad': 'motive_2-motive_4', 'interaction': 0.45865824766206825, 'strength': 0.45865824766206825}, {'dyad': 'motive_1-motive_2', 'interaction': 0.4493302917149075, 'strength': 0.4493302917149075}]",0.2857142857142857,0.7857142857142857,0.6698194187088702,0.8337479033095224,2.0,0.0,2.0,242,0,106,0,0,156,156,0,66,0.0,0.07066666666666667,0.0,0.0,0.104,0.104,0.0,0.044,,14.276190476190477,13.632241361388353,1,31,,,9.541935483870967,8.920609490010031,1,23,9.619354838709677,8.715037777011334,1,23,,22.692307692307693,22.251653751453087,1,53,1500.0,1500,1,0.0,0,0,7.812666666666667,8,1229,10,261,0.18733333333333332,2,1229,10,261,0.5047619047619047,0.17142857142857143,0.3238095238095238,0.21794871794871795,0.5,0.17307692307692307,0.10897435897435898,0.10897435897435898,0.28846153846153844,0.5,0.10256410256410256,0.015151515151515152,0.22727272727272727,0.25757575757575757,0.5,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.5047619047619047, 0.0, 0.0, 0.17142857142857143, 0.3238095238095238, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.21794871794871795, 0.0, 0.0, 0.5, 0.17307692307692307, 0.0, 0.10897435897435898], [0.0, 0.10897435897435898, 0.0, 0.0, 0.28846153846153844, 0.5, 0.0, 0.10256410256410256], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.015151515151515152, 0.0, 0.0, 0.22727272727272727, 0.25757575757575757, 0.0, 0.5]]"
