total_behaviors,mean_frequency,median_frequency,std_dev,variance,min_frequency,max_frequency,range,cv,skewness,kurtosis
170,21.25,19.0,9.315885051121782,86.78571428571429,8,34,26,0.43839459064102504,0.08202861847111456,-1.260950058426053
