step,motive_1,motive_2,motive_3,motive_4,motive_5,motive_6,motive_7,motive_8
0,0.084,0.101,0.18,0.266,0.186,0.194,0.103,0.152
1,0.064,0.074,0.15,0.239,0.166,0.181,0.093,0.139
2,0.044,0.047,0.12,0.212,0.146,0.168,0.083,0.126
3,0.024,0.02,0.09,0.185,0.126,0.155,0.073,0.113
4,0.004,-0.007,0.06,0.158,0.106,0.142,0.063,0.1
5,0.225,0.993,0.271,0.231,0.045,0.029,0.012,0.187
6,0.446,1.0,0.482,0.304,-0.016,-0.084,-0.039,0.274
7,0.526,0.932,0.352,0.236,0.064,0.144,0.961,0.502
8,0.606,0.864,0.222,0.168,0.144,0.372,1.0,0.73
9,0.586,0.837,0.192,0.141,0.124,0.359,0.99,0.717
10,0.566,0.81,0.162,0.114,0.104,0.346,0.98,0.704
11,0.546,0.783,0.132,0.087,0.084,0.333,0.97,0.691
12,0.526,0.756,0.102,0.06,0.064,0.32,0.96,0.678
13,0.506,0.729,0.072,0.033,0.044,0.307,0.95,0.665
14,0.486,0.702,0.042,0.006,0.024,0.294,0.94,0.652
15,0.466,0.675,0.012,-0.021,0.004,0.281,0.93,0.639
16,0.405,0.748,0.223,0.979,0.225,0.368,0.879,0.526
17,0.344,0.821,0.434,1.0,0.446,0.455,0.828,0.413
18,0.324,0.794,0.404,0.973,0.426,0.442,0.818,0.4
19,0.304,0.767,0.374,0.946,0.406,0.429,0.808,0.387
20,0.284,0.74,0.344,0.919,0.386,0.416,0.798,0.374
21,0.264,0.713,0.314,0.892,0.366,0.403,0.788,0.361
22,0.244,0.686,0.284,0.865,0.346,0.39,0.778,0.348
23,0.224,0.659,0.254,0.838,0.326,0.377,0.768,0.335
24,0.204,0.632,0.224,0.811,0.306,0.364,0.758,0.322
25,0.184,0.605,0.194,0.784,0.286,0.351,0.748,0.309
26,0.164,0.578,0.164,0.757,0.266,0.338,0.738,0.296
27,0.144,0.551,0.134,0.73,0.246,0.325,0.728,0.283
28,0.124,0.524,0.104,0.703,0.226,0.312,0.718,0.27
29,0.104,0.497,0.074,0.676,0.206,0.299,0.708,0.257
30,0.084,0.47,0.044,0.649,0.186,0.286,0.698,0.244
31,0.064,0.443,0.014,0.622,0.166,0.273,0.688,0.231
32,0.044,0.416,-0.016,0.595,0.146,0.26,0.678,0.218
33,0.124,0.63,0.984,0.809,0.226,0.206,0.568,0.164
34,0.204,0.844,1.0,1.0,0.306,0.152,0.458,0.11
35,0.184,0.817,0.97,0.973,0.286,0.139,0.448,0.097
36,0.164,0.79,0.94,0.946,0.266,0.126,0.438,0.084
37,0.144,0.763,0.91,0.919,0.246,0.113,0.428,0.071
38,0.124,0.736,0.88,0.892,0.226,0.1,0.418,0.058
39,0.104,0.709,0.85,0.865,0.206,0.087,0.408,0.045
40,0.084,0.682,0.82,0.838,0.186,0.074,0.398,0.032
41,0.064,0.655,0.79,0.811,0.166,0.061,0.388,0.019
42,0.044,0.628,0.76,0.784,0.146,0.048,0.378,0.006
43,0.024,0.601,0.73,0.757,0.126,0.035,0.368,-0.007
44,0.245,0.674,0.659,0.63,0.065,0.122,0.599,0.993
