,motive_1,motive_2,motive_3,motive_4,motive_5,motive_6,motive_7,motive_8
satisfaction,0.1507880766127082,-0.05666689736075359,0.00469815147842137,0.5880002515239207,0.15623679660178802,0.26003462511152775,0.10019314971651422,-0.07480528365468031
