seed,n_motives,steps,decay_rate,growth_rate,inter_mean,inter_sd,sat_mean,sat_sd,has_pattern,pattern_length,pattern_occurrences,pattern_structure
0,8,1000,0.23953902491006293,1,0.1,0.6,0.1,0.2,True,21,2,A→A→B→B→C→C→B→B→D→D→C→C→B→B→C→C→D→D→B→B→C
1,8,1000,0.27491472561871727,1,0.1,0.6,0.1,0.2,True,21,20,A→A→B→B→C→C→A→A→C→C→A→A→B→B→C→C→A→A→C→C→A
2,8,1000,0.1913791523671788,1,0.1,0.6,0.1,0.2,True,21,2,A→A→B→B→C→C→B→B→D→D→A→A→C→C→E→E→B→B→C→C→B
3,8,1000,0.09617961093069623,1,0.1,0.6,0.1,0.2,True,21,2,A→A→B→B→C→C→D→D→A→A→B→B→C→C→A→A→E→E→D→D→B
4,8,1000,0.27205724648867,1,0.1,0.6,0.1,0.2,True,21,2,A→A→B→B→C→C→A→A→D→D→B→B→D→D→B→B→A→A→D→D→B
5,8,1000,0.3404865320801807,1,0.1,0.6,0.1,0.2,True,21,139,A→A→B→B→C→C→A→A→D→D→C→C→A→A→B→B→C→C→A→A→D
6,8,1000,0.35917151393001306,1,0.1,0.6,0.1,0.2,True,21,7,A→A→B→B→A→A→B→B→A→A→B→B→A→A→B→B→A→A→C→C→D
7,8,1000,0.22190747288994675,1,0.1,0.6,0.1,0.2,True,21,56,A→A→B→B→C→C→A→A→C→C→B→B→A→A→C→C→A→A→B→B→C
8,8,1000,0.19778639304554804,1,0.1,0.6,0.1,0.2,True,21,3,A→A→B→B→A→A→C→C→B→B→D→D→A→A→B→B→C→C→A→A→B
9,8,1000,0.21612872523787127,1,0.1,0.6,0.1,0.2,True,21,2,A→A→B→B→C→C→D→D→A→A→E→E→A→A→D→D→E→E→A→A→E
10,8,1000,0.29390978515247246,1,0.1,0.6,0.1,0.2,True,21,2,A→A→B→B→A→A→C→C→D→D→A→A→C→C→B→B→A→A→C→C→B
11,8,1000,0.2311180717108176,1,0.1,0.6,0.1,0.2,True,21,3,A→A→B→B→C→C→A→A→C→C→D→D→A→A→C→C→B→B→A→A→C
12,8,1000,0.16568347672721323,1,0.1,0.6,0.1,0.2,True,21,3,A→A→B→B→C→C→D→D→E→E→A→A→B→B→C→C→D→D→E→E→A
13,8,1000,0.315453932422505,1,0.1,0.6,0.1,0.2,True,21,11,A→A→B→B→A→A→C→C→B→B→A→A→B→B→D→D→B→B→A→A→B
14,8,1000,0.1285229399434422,1,0.1,0.6,0.1,0.2,True,21,2,A→A→B→B→C→C→B→B→D→D→C→C→E→E→F→F→A→A→B→B→C
15,8,1000,0.18009497316460396,1,0.1,0.6,0.1,0.2,True,21,2,A→A→B→B→C→C→A→A→B→B→C→C→A→A→B→B→D→D→C→C→B
16,8,1000,0.22780261127584564,1,0.1,0.6,0.1,0.2,True,21,3,A→A→B→B→C→C→D→D→B→B→A→A→C→C→D→D→B→B→C→C→A
17,8,1000,0.2641003642722682,1,0.1,0.6,0.1,0.2,True,21,2,A→A→B→B→C→C→B→B→A→A→D→D→C→C→E→E→B→B→A→A→C
18,8,1000,0.35120667800354827,1,0.1,0.6,0.1,0.2,True,21,274,A→A→B→B→A→A→B→B→A→A→B→B→A→A→B→B→A→A→B→B→A
19,8,1000,0.3156127754699463,1,0.1,0.6,0.1,0.2,True,21,3,A→A→B→B→A→A→B→B→A→A→C→C→A→A→B→B→A→A→B→B→A
20,8,1000,0.17225355259222205,1,0.1,0.6,0.1,0.2,True,21,2,A→A→B→B→C→C→D→D→A→A→B→B→C→C→D→D→A→A→E→E→A
21,8,1000,0.3059830832676296,1,0.1,0.6,0.1,0.2,True,21,11,A→A→B→B→C→C→B→B→C→C→B→B→A→A→C→C→B→B→C→C→A
22,8,1000,0.15914264028016287,1,0.1,0.6,0.1,0.2,True,21,2,A→A→B→B→C→C→D→D→E→E→F→F→C→C→D→D→E→E→C→C→D
23,8,1000,0.266827819671803,1,0.1,0.6,0.1,0.2,True,21,14,A→A→B→B→C→C→B→B→A→A→C→C→B→B→C→C→A→A→B→B→C
24,8,1000,0.3305119177151218,1,0.1,0.6,0.1,0.2,True,21,27,A→A→B→B→A→A→B→B→C→C→A→A→B→B→A→A→C→C→B→B→A
25,8,1000,0.22970060055969305,1,0.1,0.6,0.1,0.2,True,21,17,A→A→B→B→C→C→A→A→B→B→A→A→C→C→B→B→A→A→B→B→A
26,8,1000,0.17674561068729192,1,0.1,0.6,0.1,0.2,True,21,2,A→A→B→B→C→C→D→D→C→C→A→A→C→C→B→B→E→E→A→A→D
27,8,1000,0.36867651810769025,1,0.1,0.6,0.1,0.2,True,21,17,A→A→B→B→C→C→A→A→C→C→B→B→A→A→C→C→A→A→B→B→C
28,8,1000,0.2272314819489209,1,0.1,0.6,0.1,0.2,True,21,2,A→A→B→B→C→C→A→A→B→B→D→D→C→C→B→B→A→A→C→C→E
29,8,1000,0.246169689834638,1,0.1,0.6,0.1,0.2,True,21,2,A→A→B→B→C→C→D→D→A→A→E→E→C→C→A→A→B→B→C→C→D
30,8,1000,0.20167265198972759,1,0.1,0.6,0.1,0.2,True,21,2,A→A→B→B→C→C→D→D→A→A→B→B→C→C→B→B→D→D→A→A→C
31,8,1000,0.21544463135413022,1,0.1,0.6,0.1,0.2,True,21,30,A→A→B→B→C→C→A→A→B→B→D→D→C→C→A→A→B→B→C→C→A
32,8,1000,0.32222824695916064,1,0.1,0.6,0.1,0.2,True,21,2,A→A→B→B→C→C→A→A→D→D→A→A→D→D→E→E→B→B→C→C→A
33,8,1000,0.15338173811931094,1,0.1,0.6,0.1,0.2,True,21,2,A→A→B→B→C→C→D→D→A→A→D→D→C→C→A→A→D→D→E→E→A
34,8,1000,0.2380526704257251,1,0.1,0.6,0.1,0.2,True,21,2,A→A→B→B→A→A→C→C→D→D→B→B→A→A→B→B→A→A→D→D→E
35,8,1000,0.22583294632197365,1,0.1,0.6,0.1,0.2,True,21,2,A→A→B→B→C→C→D→D→B→B→C→C→B→B→C→C→B→B→D→D→A
36,8,1000,0.17923712677758727,1,0.1,0.6,0.1,0.2,True,21,2,A→A→B→B→C→C→D→D→A→A→B→B→C→C→D→D→A→A→C→C→D
37,8,1000,0.3726412064129257,1,0.1,0.6,0.1,0.2,True,21,489,A→A→B→B→A→A→B→B→A→A→B→B→A→A→B→B→A→A→B→B→A
38,8,1000,0.2754912981625538,1,0.1,0.6,0.1,0.2,True,21,14,A→A→B→B→A→A→C→C→B→B→A→A→B→B→A→A→C→C→B→B→A
39,8,1000,0.2558843727552462,1,0.1,0.6,0.1,0.2,True,21,4,A→A→B→B→C→C→D→D→B→B→C→C→D→D→B→B→C→C→D→D→B
40,8,1000,0.3071369989989862,1,0.1,0.6,0.1,0.2,True,21,9,A→A→B→B→C→C→A→A→B→B→A→A→B→B→A→A→B→B→C→C→A
41,8,1000,0.10991629472988285,1,0.1,0.6,0.1,0.2,True,21,3,A→A→B→B→C→C→D→D→B→B→C→C→B→B→A→A→E→E→B→B→C
42,8,1000,0.1134562547720837,1,0.1,0.6,0.1,0.2,True,21,2,A→A→B→B→C→C→D→D→B→B→E→E→A→A→D→D→E→E→C→C→D
43,8,1000,0.3727145782437666,1,0.1,0.6,0.1,0.2,True,21,37,A→A→B→B→C→C→B→B→C→C→B→B→A→A→C→C→B→B→C→C→B
44,8,1000,0.24364542106094575,1,0.1,0.6,0.1,0.2,True,21,2,A→A→B→B→C→C→D→D→B→B→C→C→D→D→B→B→A→A→C→C→D
45,8,1000,0.06827785147511854,1,0.1,0.6,0.1,0.2,True,21,2,A→A→B→B→C→C→D→D→E→E→F→F→G→G→D→D→E→E→G→G→D
46,8,1000,0.19681652300606003,1,0.1,0.6,0.1,0.2,True,21,2,A→A→B→B→A→A→C→C→D→D→C→C→B→B→A→A→B→B→C→C→D
47,8,1000,0.20487907474090697,1,0.1,0.6,0.1,0.2,True,21,4,A→A→B→B→C→C→D→D→B→B→C→C→D→D→B→B→A→A→C→C→B
48,8,1000,0.26778665751142144,1,0.1,0.6,0.1,0.2,True,21,490,A→A→B→B→A→A→B→B→A→A→B→B→A→A→B→B→A→A→B→B→A
49,8,1000,0.3437429744591155,1,0.1,0.6,0.1,0.2,True,21,2,A→A→B→B→A→A→C→C→B→B→A→A→B→B→A→A→C→C→A→A→B
50,8,1000,0.33928407633170304,1,0.1,0.6,0.1,0.2,True,21,3,A→A→B→B→A→A→C→C→B→B→D→D→A→A→B→B→A→A→B→B→D
51,8,1000,0.18871189317721912,1,0.1,0.6,0.1,0.2,True,21,2,A→A→B→B→C→C→D→D→B→B→C→C→A→A→B→B→E→E→A→A→B
52,8,1000,0.34107468339299124,1,0.1,0.6,0.1,0.2,True,21,490,A→A→B→B→A→A→B→B→A→A→B→B→A→A→B→B→A→A→B→B→A
53,8,1000,0.2290468052661642,1,0.1,0.6,0.1,0.2,True,21,2,A→A→B→B→C→C→A→A→B→B→C→C→A→A→B→B→C→C→D→D→A
54,8,1000,0.200231547938166,1,0.1,0.6,0.1,0.2,True,21,2,A→A→B→B→C→C→D→D→C→C→B→B→C→C→D→D→C→C→D→D→C
55,8,1000,0.28578605541948093,1,0.1,0.6,0.1,0.2,True,21,6,A→A→B→B→C→C→A→A→D→D→A→A→D→D→A→A→D→D→A→A→D
