total_behaviors,mean_frequency,median_frequency,std_dev,variance,min_frequency,max_frequency,range,cv,skewness,kurtosis
180,22.5,22.0,9.899494936611665,98.0,6,38,32,0.43997755273829625,-0.03872522297387335,-0.5796734353883162
