total_behaviors,mean_frequency,median_frequency,std_dev,variance,min_frequency,max_frequency,range,cv,skewness,kurtosis
188,23.5,24.0,5.631543812693436,31.714285714285715,16,30,14,0.23964016224227386,-0.09748109145566206,-1.5432188945702459
