structural_pattern,num_simulations,simulation_ids
A→A→B→B→C→C→B→B→D→D→A→A→B→B→D→D→A→A→B→B→D,1,297
A→A→B→B→C→C→D→D→B→B→C→C→B→B→A→A→D→D→B→B→A,1,298
A→A→B→B→C→C→D→D→A→A→B→B→E→E→C→C→F→F→A→A→B,1,299
A→A→B→B→C→C→A→A→D→D→C→C→B→B→A→A→B→B→E→E→A,1,300
A→A→B→B→A→A→B→B→C→C→D→D→E→E→B→B→A→A→B→B→A,1,302
A→A→B→B→C→C→A→A→D→D→E→E→C→C→D→D→A→A→C→C→A,1,304
A→A→B→B→C→C→B→B→A→A→B→B→A→A→D→D→E→E→D→D→E,1,307
A→A→B→B→A→A→C→C→B→B→D→D→A→A→B→B→E→E→D→D→A,1,308
A→A→B→B→A→A→B→B→C→C→A→A→B→B→A→A→B→B→C→C→D,1,310
A→A→B→B→C→C→D→D→A→A→C→C→B→B→E→E→A→A→D→D→C,1,311
A→A→B→B→A→A→C→C→B→B→A→A→B→B→C→C→B→B→A→A→B,1,312
A→A→B→B→C→C→B→B→C→C→B→B→A→A→D→D→B→B→A→A→B,1,313
A→A→B→B→C→C→D→D→A→A→B→B→C→C→A→A→D→D→E→E→C,1,314
A→A→B→B→A→A→B→B→A→A→B→B→C→C→D→D→A→A→B→B→C,1,317
A→A→B→B→C→C→A→A→C→C→B→B→A→A→D→D→B→B→C→C→A,1,318
A→A→B→B→C→C→D→D→A→A→E→E→C→C→D→D→A→A→C→C→B,1,319
A→A→B→B→C→C→A→A→C→C→B→B→A→A→C→C→D→D→A→A→B,1,320
A→A→B→B→A→A→B→B→C→C→D→D→E→E→A→A→B→B→A→A→B,1,321
A→A→B→B→C→C→D→D→B→B→A→A→D→D→B→B→C→C→A→A→B,1,322
A→A→B→B→A→A→B→B→C→C→A→A→B→B→A→A→D→D→A→A→B,1,323
A→A→B→B→C→C→A→A→B→B→C→C→A→A→D→D→E→E→D→D→A,1,324
A→A→B→B→A→A→C→C→D→D→A→A→B→B→A→A→C→C→D→D→E,1,327
A→A→B→B→C→C→D→D→B→B→D→D→B→B→A→A→D→D→B→B→D,1,329
A→A→B→B→C→C→A→A→D→D→C→C→B→B→A→A→C→C→B→B→A,1,331
A→A→B→B→C→C→D→D→A→A→C→C→D→D→C→C→E→E→D→D→A,1,332
A→A→B→B→C→C→D→D→B→B→C→C→A→A→E→E→B→B→D→D→A,1,333
A→A→B→B→A→A→C→C→D→D→B→B→A→A→B→B→A→A→C→C→D,1,336
A→A→B→B→C→C→A→A→D→D→B→B→C→C→D→D→E→E→A→A→B,1,337
A→A→B→B→A→A→B→B→A→A→B→B→C→C→A→A→D→D→E→E→D,1,338
A→A→B→B→C→C→D→D→C→C→E→E→D→D→A→A→B→B→F→F→E,1,339
A→A→B→B→A→A→C→C→D→D→A→A→B→B→A→A→B→B→A→A→C,1,340
A→A→B→B→C→C→A→A→B→B→C→C→A→A→C→C→A→A→B→B→C,1,343
A→A→B→B→C→C→D→D→C→C→D→D→B→B→C→C→E→E→D→D→C,1,345
A→A→B→B→C→C→B→B→A→A→C→C→B→B→C→C→D→D→C→C→B,1,346
A→A→B→B→C→C→D→D→E→E→B→B→D→D→A→A→B→B→C→C→D,1,347
A→A→B→B→C→C→D→D→B→B→E→E→C→C→D→D→E→E→B→B→C,1,350
A→A→B→B→C→C→B→B→C→C→D→D→B→B→C→C→B→B→C→C→B,1,353
A→A→B→B→C→C→A→A→D→D→B→B→C→C→A→A→C→C→A→A→B,1,354
A→A→B→B→C→C→A→A→B→B→C→C→A→A→C→C→A→A→D→D→A,1,355
A→A→B→B→A→A→B→B→A→A→C→C→D→D→E→E→F→F→A→A→D,1,356
A→A→B→B→C→C→D→D→A→A→D→D→B→B→A→A→C→C→D→D→A,1,360
A→A→B→B→A→A→C→C→A→A→D→D→B→B→A→A→B→B→E→E→A,1,361
A→A→B→B→C→C→A→A→B→B→D→D→E→E→B→B→C→C→A→A→B,1,363
A→A→B→B→C→C→A→A→B→B→A→A→B→B→A→A→D→D→C→C→B,1,365
A→A→B→B→C→C→D→D→A→A→B→B→A→A→C→C→B→B→E→E→A,1,366
A→A→B→B→C→C→A→A→D→D→B→B→A→A→C→C→D→D→B→B→A,1,370
A→A→B→B→C→C→D→D→A→A→B→B→C→C→A→A→B→B→D→D→A,1,371
A→A→B→B→C→C→D→D→A→A→E→E→D→D→A→A→E→E→D→D→A,1,373
A→A→B→B→C→C→D→D→E→E→A→A→F→F→E→E→A→A→B→B→C,1,374
A→A→B→B→C→C→D→D→A→A→B→B→D→D→A→A→D→D→B→B→A,1,375
A→A→B→B→C→C→D→D→B→B→C→C→A→A→D→D→C→C→B→B→D,1,380
A→A→B→B→C→C→B→B→C→C→B→B→A→A→C→C→B→B→A→A→B,1,384
A→A→B→B→A→A→C→C→B→B→A→A→B→B→A→A→C→C→D→D→B,1,385
A→A→B→B→A→A→C→C→D→D→B→B→A→A→E→E→A→A→C→C→E,1,386
A→A→B→B→A→A→B→B→C→C→D→D→A→A→B→B→A→A→D→D→B,1,388
A→A→B→B→C→C→A→A→B→B→D→D→A→A→B→B→C→C→E→E→C,1,389
A→A→B→B→C→C→D→D→B→B→E→E→B→B→D→D→A→A→C→C→B,1,390
A→A→B→B→C→C→D→D→E→E→B→B→D→D→C→C→E→E→B→B→D,1,391
A→A→B→B→C→C→D→D→E→E→C→C→D→D→B→B→C→C→E→E→D,1,392
A→A→B→B→C→C→D→D→B→B→C→C→E→E→D→D→C→C→F→F→D,1,393
A→A→B→B→C→C→D→D→A→A→C→C→E→E→A→A→C→C→B→B→A,1,395
A→A→B→B→C→C→B→B→C→C→B→B→C→C→B→B→C→C→B→B→A,1,397
A→A→B→B→C→C→A→A→B→B→A→A→C→C→B→B→A→A→D→D→C,1,398
A→A→B→B→C→C→D→D→A→A→C→C→E→E→D→D→A→A→C→C→D,1,401
A→A→B→B→C→C→D→D→B→B→A→A→C→C→E→E→D→D→C→C→B,1,403
A→A→B→B→C→C→B→B→A→A→D→D→B→B→A→A→C→C→B→B→C,1,405
A→A→B→B→C→C→D→D→B→B→A→A→B→B→A→A→B→B→C→C→D,1,406
A→A→B→B→C→C→D→D→A→A→B→B→D→D→A→A→C→C→B→B→A,1,408
A→A→B→B→C→C→D→D→B→B→A→A→D→D→B→B→A→A→C→C→B,1,409
A→A→B→B→C→C→D→D→E→E→C→C→D→D→B→B→A→A→C→C→E,1,410
A→A→B→B→C→C→A→A→D→D→C→C→A→A→B→B→D→D→C→C→A,1,413
A→A→B→B→C→C→B→B→D→D→E→E→C→C→F→F→A→A→B→B→A,1,415
A→A→B→B→C→C→D→D→B→B→A→A→C→C→B→B→D→D→C→C→B,1,416
A→A→B→B→C→C→B→B→D→D→E→E→C→C→B→B→D→D→E→E→C,1,417
A→A→B→B→C→C→A→A→D→D→A→A→B→B→C→C→A→A→B→B→D,1,418
A→A→B→B→C→C→A→A→C→C→B→B→A→A→B→B→C→C→A→A→B,1,420
A→A→B→B→C→C→A→A→D→D→B→B→A→A→C→C→B→B→C→C→A,1,421
A→A→B→B→C→C→A→A→D→D→E→E→A→A→F→F→B→B→A→A→B,1,422
A→A→B→B→C→C→D→D→E→E→B→B→C→C→D→D→F→F→G→G→B,1,424
A→A→B→B→C→C→B→B→A→A→C→C→A→A→B→B→C→C→B→B→C,1,425
A→A→B→B→C→C→A→A→D→D→E→E→A→A→B→B→F→F→C→C→B,1,426
A→A→B→B→C→C→D→D→A→A→B→B→C→C→A→A→C→C→B→B→D,1,427
A→A→B→B→C→C→D→D→E→E→B→B→A→A→E→E→B→B→E→E→D,1,428
A→A→B→B→A→A→C→C→B→B→A→A→C→C→B→B→A→A→D→D→B,1,429
A→A→B→B→C→C→A→A→B→B→D→D→A→A→C→C→B→B→D→D→A,1,430
A→A→B→B→A→A→C→C→D→D→E→E→B→B→F→F→D→D→E→E→D,1,431
A→A→B→B→C→C→D→D→E→E→A→A→C→C→D→D→B→B→A→A→C,1,432
A→A→B→B→C→C→D→D→A→A→D→D→B→B→A→A→D→D→B→B→A,1,433
A→A→B→B→C→C→A→A→D→D→B→B→E→E→C→C→F→F→D→D→A,1,434
A→A→B→B→C→C→D→D→E→E→A→A→C→C→A→A→B→B→C→C→D,1,435
A→A→B→B→C→C→D→D→B→B→E→E→D→D→C→C→F→F→E→E→D,1,436
A→A→B→B→C→C→D→D→A→A→B→B→C→C→A→A→D→D→B→B→A,1,439
A→A→B→B→C→C→D→D→B→B→C→C→A→A→B→B→A→A→E→E→A,1,441
A→A→B→B→A→A→B→B→A→A→C→C→D→D→A→A→B→B→A→A→B,1,442
A→A→B→B→C→C→A→A→D→D→E→E→A→A→C→C→A→A→D→D→B,1,443
A→A→B→B→C→C→A→A→C→C→B→B→D→D→A→A→B→B→C→C→A,1,444
A→A→B→B→C→C→D→D→A→A→B→B→D→D→A→A→C→C→B→B→D,1,445
A→A→B→B→C→C→D→D→A→A→C→C→B→B→A→A→E→E→B→B→A,1,446
A→A→B→B→C→C→A→A→B→B→A→A→C→C→B→B→D→D→B→B→D,1,450
A→A→B→B→C→C→D→D→A→A→B→B→D→D→A→A→D→D→A→A→D,1,451
A→A→B→B→C→C→A→A→D→D→B→B→C→C→A→A→B→B→E→E→D,1,452
A→A→B→B→C→C→D→D→E→E→A→A→B→B→A→A→B→B→A→A→B,1,456
A→A→B→B→C→C→A→A→D→D→C→C→E→E→A→A→C→C→B→B→E,1,457
A→A→B→B→C→C→D→D→C→C→A→A→B→B→C→C→A→A→B→B→C,1,458
A→A→B→B→C→C→D→D→E→E→A→A→C→C→B→B→A→A→C→C→A,1,460
A→A→B→B→C→C→D→D→E→E→C→C→A→A→D→D→C→C→B→B→D,1,461
A→A→B→B→A→A→C→C→B→B→D→D→C→C→B→B→C→C→D→D→B,1,462
A→A→B→B→A→A→B→B→C→C→D→D→C→C→D→D→C→C→D→D→C,1,463
A→A→B→B→C→C→D→D→A→A→B→B→C→C→D→D→B→B→E→E→C,1,466
A→A→B→B→C→C→D→D→E→E→F→F→G→G→D→D→F→F→G→G→D,1,468
A→A→B→B→C→C→D→D→E→E→A→A→D→D→C→C→D→D→E→E→A,1,469
A→A→B→B→C→C→D→D→A→A→C→C→D→D→A→A→C→C→B→B→D,1,470
A→A→B→B→C→C→D→D→E→E→A→A→C→C→E→E→D→D→C→C→F,1,472
A→A→B→B→C→C→D→D→E→E→C→C→A→A→B→B→D→D→C→C→E,1,476
A→A→B→B→C→C→A→A→D→D→B→B→E→E→A→A→B→B→C→C→A,1,477
A→A→B→B→C→C→D→D→C→C→E→E→B→B→A→A→D→D→F→F,1,478
A→A→B→B→C→C→D→D→E→E→A→A→D→D→C→C→A→A→B→B→A,1,479
A→A→B→B→C→C→B→B→D→D→A→A→E→E→C→C→A→A→B→B→D,1,480
A→A→B→B→C→C→B→B→C→C→B→B→D→D→E→E→B→B→A→A→C,1,483
A→A→B→B→C→C→D→D→A→A→C→C→D→D→E→E→D→D→A→A→C,1,485
A→A→B→B→A→A→C→C→D→D→E→E→D→D→E→E→D→D→E→E→D,1,486
A→A→B→B→C→C→D→D→C→C→B→B→E→E→D→D→C→C→A→A→D,1,488
A→A→B→B→C→C→D→D→A→A→B→B→D→D→A→A→E→E→C→C→B,1,491
A→A→B→B→C→C→A→A→B→B→A→A→C→C→D→D→B→B→A→A→C,1,492
A→A→B→B→C→C→A→A→B→B→A→A→D→D→C→C→A→A→B→B→A,1,493
A→A→B→B→A→A→B→B→C→C→A→A→B→B→C→C→A→A→B→B→A,1,495
A→A→B→B→C→C→D→D→A→A→E→E→B→B→C→C→A→A→B→B→C,1,496
A→A→B→B→C→C→D→D→A→A→C→C→B→B→D→D→E→E→A→A→D,1,497
A→A→B→B→C→C→D→D→B→B→D→D→E→E→C→C→D→D→B→B→D,1,498
A→A→B→B→C→C→A→A→C→C→A→A→B→B→A→A→C→C→A→A→B,1,499
A→A→B→B→A→A→C→C→A→A→B→B→C→C→A→A→B→B→C→C→D,1,501
A→A→B→B→C→C→A→A→D→D→A→A→C→C→B→B→A→A→B→B→A,1,502
A→A→B→B→A→A→C→C→B→B→D→D→A→A→B→B→A→A→C→C→B,1,504
A→A→B→B→C→C→D→D→A→A→D→D→B→B→A→A→B→B→C→C→A,1,506
A→A→B→B→C→C→A→A→B→B→C→C→A→A→D→D→A→A→D→D→A,1,509
A→A→B→B→C→C→D→D→A→A→E→E→A→A→C→C→B→B→A→A→C,1,511
A→A→B→B→C→C→A→A→D→D→C→C→A→A→D→D→C→C→A→A→D,1,512
A→A→B→B→C→C→A→A→B→B→D→D→B→B→C→C→A→A→B→B→A,1,515
A→A→B→B→C→C→D→D→A→A→E→E→A→A→E→E→F→F→G→G→A,1,516
A→A→B→B→C→C→D→D→B→B→D→D→E→E→A→A→C→C→B→B→D,1,517
A→A→B→B→C→C→D→D→B→B→E→E→A→A→C→C→D→D→B→B→A,1,518
A→A→B→B→C→C→D→D→E→E→B→B→C→C→D→D→E→E→B→B→C,1,520
A→A→B→B→C→C→D→D→E→E→C→C→F→F→D→D→E→E→C→C→A,1,521
A→A→B→B→C→C→D→D→A→A→E→E→F→F→B→B→C→C→D→D→A,1,522
A→A→B→B→C→C→A→A→B→B→D→D→B→B→C→C→A→A→B→B→D,1,523
A→A→B→B→C→C→D→D→B→B→D→D→A→A→C→C→B→B→A→A→D,1,524
A→A→B→B→C→C→A→A→D→D→C→C→D→D→C→C→D→D→C→C→A,1,525
A→A→B→B→C→C→A→A→D→D→E→E→C→C→A→A→B→B→C→C→A,1,527
A→A→B→B→C→C→D→D→C→C→B→B→E→E→C→C→A→A→B→B→C,1,528
A→A→B→B→C→C→D→D→A→A→C→C→E→E→A→A→C→C→E→E→A,1,529
A→A→B→B→A→A→C→C→D→D→A→A→D→D→A→A→C→C→D→D→A,1,530
A→A→B→B→C→C→A→A→D→D→C→C→B→B→D→D→A→A→C→C→B,1,535
A→A→B→B→C→C→A→A→B→B→D→D→B→B→A→A→E→E→B→B→A,1,537
A→A→B→B→C→C→B→B→D→D→B→B→D→D→B→B→D→D→B→B→D,1,538
A→A→B→B→C→C→B→B→A→A→C→C→B→B→C→C→B→B→C→C→A,1,540
A→A→B→B→C→C→A→A→B→B→D→D→C→C→E→E→C→C→B→B→A,1,541
A→A→B→B→A→A→C→C→D→D→B→B→A→A→C→C→B→B→A→A→B,1,542
A→A→B→B→A→A→C→C→D→D→A→A→B→B→A→A→B→B→A→A→B,1,543
A→A→B→B→C→C→D→D→A→A→C→C→D→D→B→B→A→A→E→E→C,1,544
A→A→B→B→A→A→C→C→A→A→C→C→B→B→A→A→B→B→A→A→C,1,546
A→A→B→B→C→C→D→D→A→A→D→D→E→E→B→B→A→A→D→D→B,1,547
A→A→B→B→A→A→C→C→A→A→C→C→B→B→A→A→C→C→A→A→B,1,552
A→A→B→B→C→C→D→D→B→B→C→C→B→B→E→E→C→C→B→B→D,1,555
A→A→B→B→A→A→B→B→A→A→B→B→A→A→B→B→A→A→B→B→C,1,557
A→A→B→B→C→C→D→D→C→C→B→B→A→A→B→B→C→C→A→A→E,1,560
A→A→B→B→C→C→B→B→C→C→B→B→A→A→B→B→C→C→B→B→C,1,561
A→A→B→B→C→C→B→B→A→A→C→C→B→B→C→C→D→D→B→B→A,1,562
A→A→B→B→C→C→B→B→D→D→C→C→A→A→B→B→C→C→B→B→D,1,563
A→A→B→B→C→C→D→D→B→B→A→A→E→E→D→D→B→B→A→A→D,1,565
A→A→B→B→C→C→D→D→B→B→D→D→B→B→E→E→D→D→B→B→C,1,568
A→A→B→B→A→A→C→C→D→D→B→B→A→A→B→B→C→C→A→A→D,1,569
A→A→B→B→C→C→D→D→E→E→B→B→F→F→C→C→E→E→D→D→B,1,570
A→A→B→B→C→C→B→B→C→C→B→B→C→C→D→D→E→E→C→C→D,1,575
A→A→B→B→C→C→A→A→D→D→E→E→A→A→D→D→F→F→E→E→A,1,577
A→A→B→B→C→C→B→B→C→C→B→B→D→D→E→E→D→D→E→E→D,1,579
A→A→B→B→C→C→A→A→B→B→A→A→D→D→E→E→B→B→A→A→B,1,581
A→A→B→B→A→A→B→B→C→C→D→D→A→A→B→B→C→C→B→B→A,1,582
A→A→B→B→C→C→D→D→E→E→A→A→F→F→D→D→A→A→E→E→F,1,583
A→A→B→B→C→C→D→D→C→C→E→E→F→F→D→D→C→C→D→D→F,1,584
A→A→B→B→C→C→A→A→C→C→A→A→B→B→C→C→A→A→D→D,1,585
A→A→B→B→C→C→D→D→A→A→B→B→C→C→E→E→A→A→C→C→B,1,586
A→A→B→B→C→C→D→D→A→A→B→B→D→D→A→A→B→B→C→C→D,1,588
A→A→B→B→C→C→B→B→A→A→C→C→B→B→D→D→C→C→B→B→C,1,589
A→A→B→B→C→C→D→D→E→E→F→F→C→C→A→A→B→B→C→C→F,1,590
A→A→B→B→C→C→A→A→D→D→E→E→F→F→B→B→E→E→F→F→C,1,591
A→A→B→B→C→C→D→D→E→E→C→C→A→A→D→D→C→C→E→E→D,1,594
A→A→B→B→A→A→B→B→A→A→B→B→A→A→C→C→D→D→B→B→A,1,596
A→A→B→B→A→A→B→B→C→C→A→A→B→B→C→C→B→B→C→C→D,1,597
A→A→B→B→C→C→B→B→C→C→B→B→A→A→D→D→C→C→B→B→A,1,599
A→A→B→B→C→C→D→D→A→A→E→E→D→D→E→E→D→D→E→E→D,1,600
A→A→B→B→C→C→A→A→B→B→D→D→A→A→E→E→B→B→A→A→D,1,603
A→A→B→B→C→C→A→A→B→B→A→A→B→B→C→C→A→A→B→B→C,1,605
A→A→B→B→C→C→B→B→D→D→E→E→C→C→B→B→C→C→B→B→C,1,606
A→A→B→B→C→C→A→A→B→B→D→D→A→A→B→B→A→A→C→C→B,1,607
A→A→B→B→A→A→B→B→C→C→B→B→C→C→D→D→B→B→C→C→B,1,608
A→A→B→B→A→A→C→C→B→B→A→A→D→D→A→A→B→B→C→C→A,1,609
A→A→B→B→C→C→D→D→E→E→A→A→B→B→C→C→D→D→E→E→B,1,610
A→A→B→B→C→C→D→D→A→A→E→E→C→C→A→A→D→D→E→E→B,1,612
A→A→B→B→C→C→A→A→B→B→C→C→D→D→C→C→A→A→B→B→C,1,613
A→A→B→B→C→C→B→B→D→D→E→E→D→D→E→E→B→B→D→D→E,1,615
A→A→B→B→A→A→C→C→D→D→B→B→A→A→B→B→C→C→A→A→B,1,617
A→A→B→B→C→C→A→A→B→B→D→D→A→A→C→C→B→B→A→A→C,1,620
A→A→B→B→A→A→C→C→D→D→C→C→D→D→C→C→B→B→A→A→B,1,621
A→A→B→B→C→C→A→A→B→B→D→D→A→A→B→B→C→C→A→A→B,1,622
A→A→B→B→C→C→D→D→E→E→A→A→B→B→C→C→D→D→A→A→B,1,624
A→A→B→B→C→C→A→A→D→D→B→B→E→E→C→C→D→D→B→B→E,1,625
A→A→B→B→C→C→D→D→E→E→C→C→A→A→C→C→E→E→C→C→E,1,626
A→A→B→B→A→A→C→C→B→B→A→A→B→B→C→C→A→A→B→B→C,1,627
A→A→B→B→C→C→A→A→B→B→D→D→A→A→C→C→B→B→A→A→E,1,628
A→A→B→B→C→C→A→A→D→D→A→A→C→C→B→B→A→A→D→D→A,1,629
A→A→B→B→C→C→D→D→A→A→E→E→F→F→C→C→E→E→G→G→A,1,630
A→A→B→B→C→C→B→B→A→A→C→C→D→D→B→B→C→C→A→A→B,1,631
A→A→B→B→C→C→A→A→B→B→A→A→C→C→B→B→A→A→B→B→D,1,632
A→A→B→B→C→C→A→A→C→C→B→B→A→A→B→B→A→A→B→B→A,1,635
A→A→B→B→C→C→B→B→A→A→C→C→D→D→B→B→C→C→B→B→A,1,636
A→A→B→B→A→A→B→B→A→A→B→B→A→A→C→C→B→B→D→D→A,1,637
A→A→B→B→C→C→D→D→A→A→C→C→D→D→A→A→D→D→C→C→A,1,638
A→A→B→B→C→C→D→D→A→A→B→B→C→C→A→A→B→B→E→E→A,1,640
A→A→B→B→C→C→D→D→E→E→B→B→A→A→E→E→A→A→F→F→E,1,641
A→A→B→B→C→C→A→A→D→D→C→C→A→A→C→C→A→A→D→D→C,1,643
A→A→B→B→C→C→D→D→B→B→E→E→A→A→F→F→B→B→A→A→C,1,644
A→A→B→B→C→C→D→D→A→A→C→C→D→D→E→E→B→B→A→A→C,1,646
A→A→B→B→A→A→C→C→D→D→A→A→B→B→A→A→C→C→B→B→A,1,647
A→A→B→B→C→C→B→B→D→D→C→C→B→B→C→C→D→D→C→C→D,1,648
A→A→B→B→C→C→D→D→C→C→D→D→A→A→E→E→B→B→C→C→D,1,649
A→A→B→B→C→C→D→D→A→A→B→B→D→D→A→A→B→B→C→C→A,1,650
A→A→B→B→C→C→A→A→B→B→D→D→A→A→B→B→A→A→B→B→E,1,651
A→A→B→B→C→C→D→D→B→B→A→A→C→C→B→B→D→D→B→B→A,1,653
A→A→B→B→C→C→A→A→B→B→C→C→A→A→B→B→A→A→C→C→B,1,656
A→A→B→B→C→C→A→A→B→B→D→D→C→C→B→B→A→A→C→C→B,1,657
A→A→B→B→C→C→A→A→D→D→A→A→D→D→A→A→B→B→A→A→D,1,659
A→A→B→B→C→C→D→D→B→B→C→C→D→D→B→B→C→C→A→A→B,1,660
A→A→B→B→C→C→D→D→C→C→E→E→D→D→C→C→D→D→E→E→C,1,663
A→A→B→B→C→C→D→D→E→E→F→F→B→B→F→F→B→B→A→A→C,1,664
A→A→B→B→C→C→D→D→B→B→A→A→D→D→E→E→B→B→D→D→B,1,666
A→A→B→B→A→A→C→C→B→B→A→A→D→D→B→B→C→C→A→A→B,1,669
A→A→B→B→A→A→C→C→B→B→A→A→C→C→B→B→C→C→A→A→B,1,671
A→A→B→B→C→C→D→D→E→E→C→C→F→F→G→G→B→B→E→E→C,1,672
A→A→B→B→C→C→A→A→B→B→A→A→C→C→D→D→C→C→B→B→A,1,673
A→A→B→B→C→C→D→D→E→E→C→C→B→B→E→E→D→D→C→C→F,1,674
A→A→B→B→C→C→D→D→E→E→A→A→C→C→E→E→D→D→A→A→B,1,675
A→A→B→B→C→C→A→A→B→B→D→D→E→E→F→F→B→B→F→F→B,1,676
A→A→B→B→A→A→C→C→B→B→D→D→A→A→B→B→A→A→B→B→A,1,677
A→A→B→B→A→A→C→C→D→D→A→A→B→B→A→A→C→C→D→D→C,1,678
A→A→B→B→C→C→D→D→B→B→E→E→A→A→B→B→A→A→B→B→A,1,679
A→A→B→B→C→C→D→D→E→E→C→C→D→D→B→B→E→E→C→C→D,1,680
A→A→B→B→C→C→B→B→D→D→C→C→B→B→C→C→B→B→C→C→E,1,682
A→A→B→B→A→A→C→C→D→D→B→B→E→E→D→D→F→F→E→E→G,1,683
A→A→B→B→C→C→A→A→C→C→B→B→A→A→B→B→D→D→E→E→D,1,684
A→A→B→B→A→A→C→C→B→B→A→A→C→C→B→B→A→A→B→B→C,1,685
A→A→B→B→C→C→A→A→B→B→D→D→A→A→B→B→D→D→C→C→E,1,686
A→A→B→B→C→C→B→B→A→A→D→D→C→C→B→B→A→A→D→D→C,1,687
A→A→B→B→A→A→B→B→A→A→C→C→A→A→B→B→A→A→D→D→B,1,688
A→A→B→B→C→C→A→A→B→B→C→C→D→D→E→E→F→F→C→C→E,1,689
A→A→B→B→C→C→D→D→B→B→C→C→A→A→B→B→C→C→D→D→B,1,690
A→A→B→B→A→A→C→C→B→B→D→D→A→A→B→B→D→D→A→A→B,1,691
A→A→B→B→A→A→C→C→D→D→A→A→B→B→D→D→A→A→D→D→A,1,693
A→A→B→B→C→C→D→D→B→B→A→A→D→D→E→E→D→D→B→B→C,1,694
A→A→B→B→C→C→A→A→B→B→A→A→D→D→C→C→B→B→A→A→D,1,698
A→A→B→B→C→C→B→B→A→A→D→D→C→C→E→E→A→A→B→B→C,1,699
A→A→B→B→A→A→C→C→B→B→D→D→C→C→B→B→D→D→A→A→B,1,705
A→A→B→B→C→C→B→B→A→A→C→C→B→B→C→C→B→B→C→C→B,1,706
A→A→B→B→C→C→D→D→A→A→B→B→C→C→E→E→B→B→D→D→C,1,707
A→A→B→B→C→C→A→A→B→B→C→C→A→A→B→B→D→D→E→E→B,1,708
A→A→B→B→C→C→D→D→C→C→D→D→C→C→D→D→B→B→C→C→B,1,709
A→A→B→B→A→A→C→C→A→A→C→C→A→A→B→B→A→A→C→C→A,1,710
A→A→B→B→A→A→B→B→A→A→B→B→A→A→C→C→D→D→E→E→C,1,711
A→A→B→B→A→A→C→C→B→B→D→D→E→E→A→A→C→C→B→B→D,1,714
A→A→B→B→C→C→B→B→D→D→A→A→E→E→B→B→A→A→C→C→B,1,717
A→A→B→B→C→C→A→A→B→B→C→C→D→D→A→A→B→B→E→E→F,1,718
A→A→B→B→A→A→C→C→B→B→A→A→D→D→B→B→A→A→B→B→C,1,720
A→A→B→B→C→C→D→D→A→A→C→C→D→D→C→C→B→B→A→A→D,1,721
A→A→B→B→C→C→D→D→A→A→E→E→D→D→A→A→E→E→D→D→C,1,724
A→A→B→B→A→A→B→B→C→C→D→D→C→C→D→D→C→C→A→A→B,1,725
A→A→B→B→C→C→D→D→E→E→B→B→A→A→C→C→E→E→A→A→D,1,727
A→A→B→B→C→C→D→D→E→E→B→B→D→D→A→A→B→B→F→F→G,1,729
A→A→B→B→A→A→B→B→A→A→C→C→B→B→A→A→B→B→A→A→D,1,730
A→A→B→B→C→C→A→A→B→B→C→C→A→A→D→D→B→B→C→C→A,1,731
A→A→B→B→C→C→A→A→B→B→C→C→A→A→C→C→A→A→C→C→B,1,733
A→A→B→B→C→C→A→A→B→B→A→A→C→C→A→A→C→C→B→B→A,1,734
A→A→B→B→C→C→D→D→B→B→A→A→E→E→B→B→F→F→A→A→B,1,735
A→A→B→B→C→C→D→D→A→A→B→B→A→A→D→D→B→B→A→A→C,1,737
A→A→B→B→A→A→C→C→B→B→D→D→A→A→B→B→A→A→D→D→B,1,741
A→A→B→B→C→C→D→D→A→A→B→B→A→A→D→D→C→C→B→B→A,1,743
A→A→B→B→C→C→D→D→A→A→B→B→C→C→A→A→B→B→E→E→D,1,745
A→A→B→B→A→A→B→B→A→A→B→B→A→A→C→C→D→D→A→A→C,1,746
A→A→B→B→C→C→D→D→C→C→D→D→A→A→C→C→D→D→C→C→A,1,747
A→A→B→B→C→C→A→A→D→D→E→E→A→A→B→B→C→C→A→A→E,1,748
A→A→B→B→C→C→D→D→B→B→A→A→E→E→D→D→C→C→B→B→A,1,750
A→A→B→B→C→C→D→D→A→A→E→E→F→F→B→B→D→D→C→C→F,1,753
A→A→B→B→C→C→D→D→A→A→E→E→D→D→F→F→E→E→D→D→E,1,756
A→A→B→B→C→C→D→D→E→E→C→C→A→A→F→F→C→C→G→G→H,1,757
A→A→B→B→C→C→D→D→A→A→C→C→B→B→A→A→D→D→C→C→E,1,758
A→A→B→B→C→C→B→B→A→A→B→B→C→C→D→D→B→B→A→A→B,1,760
A→A→B→B→C→C→B→B→D→D→B→B→C→C→B→B→D→D→A→A→C,1,761
A→A→B→B→C→C→D→D→A→A→B→B→E→E→A→A→D→D→B→B→A,1,766
A→A→B→B→C→C→A→A→D→D→E→E→F→F→E→E→D→D→F→F→E,1,767
A→A→B→B→C→C→D→D→B→B→A→A→C→C→B→B→A→A→C→C→B,1,770
A→A→B→B→A→A→B→B→A→A→C→C→B→B→A→A→B→B→D→D→C,1,772
A→A→B→B→A→A→C→C→B→B→A→A→D→D→B→B→A→A→C→C→B,1,775
A→A→B→B→A→A→C→C→D→D→A→A→B→B→A→A→D→D→B→B→A,1,776
A→A→B→B→C→C→A→A→B→B→C→C→A→A→B→B→A→A→B→B→C,1,778
A→A→B→B→C→C→D→D→B→B→E→E→A→A→C→C→B→B→D→D→A,1,779
A→A→B→B→C→C→A→A→B→B→A→A→C→C→B→B→D→D→E→E→F,1,783
