input_mean_congruence,input_mean_conflict,input_mean_initial_satisfaction,input_network_top_dyads,input_network_density,input_network_positive_ratio,output_mean_satisfaction_over_time,output_final_mean_satisfaction,output_behavior_rhythm_mean_duration,output_behavior_rhythm_std_duration,output_behavior_rhythm_median_duration,output_behavior_rhythm_switch_count,output_behavior_frequencies_motive_1,output_behavior_frequencies_motive_2,output_behavior_frequencies_motive_3,output_behavior_frequencies_motive_4,output_behavior_frequencies_motive_5,output_behavior_frequencies_motive_6,output_behavior_frequencies_motive_7,output_behavior_frequencies_motive_8,output_dominant_behaviors_motive_1,output_dominant_behaviors_motive_2,output_dominant_behaviors_motive_3,output_dominant_behaviors_motive_4,output_dominant_behaviors_motive_5,output_dominant_behaviors_motive_6,output_dominant_behaviors_motive_7,output_dominant_behaviors_motive_8,output_behavior_reappearance_times_motive_1_mean,output_behavior_reappearance_times_motive_1_std,output_behavior_reappearance_times_motive_1_min,output_behavior_reappearance_times_motive_1_max,output_behavior_reappearance_times_motive_2_mean,output_behavior_reappearance_times_motive_2_std,output_behavior_reappearance_times_motive_2_min,output_behavior_reappearance_times_motive_2_max,output_behavior_reappearance_times_motive_3_mean,output_behavior_reappearance_times_motive_3_std,output_behavior_reappearance_times_motive_3_min,output_behavior_reappearance_times_motive_3_max,output_behavior_reappearance_times_motive_4,output_behavior_reappearance_times_motive_5_mean,output_behavior_reappearance_times_motive_5_std,output_behavior_reappearance_times_motive_5_min,output_behavior_reappearance_times_motive_5_max,output_behavior_reappearance_times_motive_6,output_behavior_reappearance_times_motive_7_mean,output_behavior_reappearance_times_motive_7_std,output_behavior_reappearance_times_motive_7_min,output_behavior_reappearance_times_motive_7_max,output_behavior_reappearance_times_motive_8,output_satisfaction_durations_satisfied_mean,output_satisfaction_durations_satisfied_total_time,output_satisfaction_durations_satisfied_num_periods,output_satisfaction_durations_unsatisfied_mean,output_satisfaction_durations_unsatisfied_total_time,output_satisfaction_durations_unsatisfied_num_periods,output_simultaneous_satisfactions_satisfied_mean,output_simultaneous_satisfactions_satisfied_max,output_simultaneous_satisfactions_satisfied_distribution_7,output_simultaneous_satisfactions_satisfied_distribution_8,output_simultaneous_satisfactions_satisfied_distribution_6,output_simultaneous_satisfactions_unsatisfied_mean,output_simultaneous_satisfactions_unsatisfied_max,output_simultaneous_satisfactions_unsatisfied_distribution_1,output_simultaneous_satisfactions_unsatisfied_distribution_0,output_simultaneous_satisfactions_unsatisfied_distribution_2,output_markov_chain_transition_probabilities_motive_1_motive_1,output_markov_chain_transition_probabilities_motive_1_motive_3,output_markov_chain_transition_probabilities_motive_1_motive_5,output_markov_chain_transition_probabilities_motive_2_motive_2,output_markov_chain_transition_probabilities_motive_2_motive_5,output_markov_chain_transition_probabilities_motive_3_motive_3,output_markov_chain_transition_probabilities_motive_3_motive_5,output_markov_chain_transition_probabilities_motive_5_motive_1,output_markov_chain_transition_probabilities_motive_5_motive_5,output_markov_chain_transition_probabilities_motive_7_motive_2,output_markov_chain_transition_probabilities_motive_7_motive_7,output_markov_chain_transition_matrix
0.23213992807092168,-0.20358571587001253,0.13878366664891334,"[{'dyad': 'motive_3-motive_8', 'interaction': 0.7228080122594124, 'strength': 0.7228080122594124}, {'dyad': 'motive_1-motive_7', 'interaction': 0.5172174778229787, 'strength': 0.5172174778229787}, {'dyad': 'motive_1-motive_4', 'interaction': 0.5000243972061222, 'strength': 0.5000243972061222}, {'dyad': 'motive_1-motive_8', 'interaction': 0.4845091786933616, 'strength': 0.4845091786933616}, {'dyad': 'motive_2-motive_6', 'interaction': 0.4784966969453349, 'strength': 0.4784966969453349}]",0.25,0.9642857142857143,0.6848194161955304,0.8916948331458399,2.0,0.0,2.0,96,74,2,40,0,74,0,2,0,0.12333333333333334,0.0033333333333333335,0.06666666666666667,0.0,0.12333333333333334,0.0,0.0033333333333333335,0.0,7.931506849315069,7.06007250365054,1,16,1.0,0.0,1,1,14.435897435897436,13.807829201997391,1,30,,7.958904109589041,7.08932895980953,1,16,,1.0,0.0,1,1,,600.0,600,1,0.0,0,0,7.83,8,96,501,3,0.17,2,96,501,3,0.5068493150684932,0.273972602739726,0.2191780821917808,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,"[[0.5068493150684932, 0.0, 0.273972602739726, 0.0, 0.2191780821917808, 0.0, 0.0, 0.0], [0.0, 0.5, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0], [0.0, 0.0, 0.5, 0.0, 0.5, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]"
